rho_de,rho_cp,alpha,gamma,epsilon,acc,prec,rec
250, 50, 0.05, 0.5, 0.05, 0.6808510638297872, 0.0, 0.0
250, 50, 0.05, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
250, 50, 0.05, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
250, 50, 0.05, 0.6, 0.01, 0.6595744680851063, 0.0, 0.0
250, 50, 0.05, 0.6, 0.05, 0.6808510638297872, 0.0, 0.0
250, 50, 0.05, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
250, 50, 0.05, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
250, 50, 0.05, 0.7, 0.01, 0.6888888888888889, 0.0, 0.0
250, 50, 0.05, 0.7, 0.05, 0.6666666666666666, 0.0, 0.0
250, 50, 0.05, 0.7, 0.1, 0.6956521739130435, 0.0, 0.0
250, 50, 0.05, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
250, 50, 0.1, 0.5, 0.01, 0.6808510638297872, 0.0, 0.0
250, 50, 0.1, 0.5, 0.05, 0.6956521739130435, 0.0, 0.0
250, 50, 0.1, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
250, 50, 0.1, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
250, 50, 0.1, 0.6, 0.01, 0.6511627906976745, 0.0, 0.0
250, 50, 0.1, 0.6, 0.05, 0.6888888888888889, 0.0, 0.0
250, 50, 0.1, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
250, 50, 0.1, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
250, 50, 0.1, 0.7, 0.01, 0.6888888888888889, 0.0, 0.0
250, 50, 0.1, 0.7, 0.05, 0.6808510638297872, 0.0, 0.0
250, 50, 0.1, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
250, 50, 0.1, 0.7, 0.15, 0.6956521739130435, 0.0, 0.0
250, 100, 0.01, 0.5, 0.01, 0.6888888888888889, 0.0, 0.0
250, 100, 0.01, 0.5, 0.05, 0.6956521739130435, 0.0, 0.0
250, 100, 0.01, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
250, 100, 0.01, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
250, 100, 0.01, 0.6, 0.01, 0.7272727272727273, 0.0, 0.0
250, 100, 0.01, 0.6, 0.05, 0.6956521739130435, 0.0, 0.0
250, 100, 0.01, 0.6, 0.1, 0.6595744680851063, 0.0, 0.0
250, 100, 0.01, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
250, 100, 0.01, 0.7, 0.01, 0.6808510638297872, 0.0, 0.0
250, 100, 0.01, 0.7, 0.05, 0.723404255319149, 1.0, 0.13333333333333333
250, 100, 0.01, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
250, 100, 0.01, 0.7, 0.15, 0.6739130434782609, 0.0, 0.0
250, 100, 0.05, 0.5, 0.01, 0.6521739130434783, 0.0, 0.0
250, 100, 0.05, 0.5, 0.05, 0.6808510638297872, 0.0, 0.0
250, 100, 0.05, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
250, 100, 0.05, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
250, 100, 0.05, 0.6, 0.01, 0.6666666666666666, 0.0, 0.0
250, 100, 0.05, 0.6, 0.05, 0.6808510638297872, 0.0, 0.0
250, 100, 0.05, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
250, 100, 0.05, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
250, 100, 0.05, 0.7, 0.01, 0.6808510638297872, 0.0, 0.0
250, 100, 0.05, 0.7, 0.05, 0.6808510638297872, 0.0, 0.0
250, 100, 0.05, 0.7, 0.1, 0.6956521739130435, 0.0, 0.0
250, 100, 0.05, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
250, 100, 0.1, 0.5, 0.01, 0.7209302325581395, 1.0, 0.07692307692307693
250, 100, 0.1, 0.5, 0.05, 0.6888888888888889, 0.0, 0.0
250, 100, 0.1, 0.5, 0.1, 0.6956521739130435, 0.0, 0.0
250, 100, 0.1, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
250, 100, 0.1, 0.6, 0.01, 0.7045454545454546, 0.0, 0.0
250, 100, 0.1, 0.6, 0.05, 0.6739130434782609, 0.0, 0.0
250, 100, 0.1, 0.6, 0.1, 0.6521739130434783, 0.0, 0.0
250, 100, 0.1, 0.6, 0.15, 0.6956521739130435, 0.0, 0.0
250, 100, 0.1, 0.7, 0.01, 0.6888888888888889, 0.0, 0.0
250, 100, 0.1, 0.7, 0.05, 0.6808510638297872, 0.0, 0.0
250, 100, 0.1, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
250, 100, 0.1, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
250, 250, 0.01, 0.5, 0.01, 0.7272727272727273, 0.6, 0.23076923076923078
250, 250, 0.01, 0.5, 0.05, 0.6808510638297872, 0.5, 0.13333333333333333
250, 250, 0.01, 0.5, 0.1, 0.6808510638297872, 0.5, 0.06666666666666667
250, 250, 0.01, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
250, 250, 0.01, 0.6, 0.01, 0.6956521739130435, 0.5, 0.21428571428571427
250, 250, 0.01, 0.6, 0.05, 0.6739130434782609, 0.0, 0.0
250, 250, 0.01, 0.6, 0.1, 0.7021276595744681, 1.0, 0.06666666666666667
250, 250, 0.01, 0.6, 0.15, 0.6956521739130435, 0.0, 0.0
250, 250, 0.01, 0.7, 0.01, 0.6521739130434783, 0.25, 0.07142857142857142
250, 250, 0.01, 0.7, 0.05, 0.6521739130434783, 0.25, 0.07142857142857142
250, 250, 0.01, 0.7, 0.1, 0.7021276595744681, 1.0, 0.06666666666666667
250, 250, 0.01, 0.7, 0.15, 0.6956521739130435, 0.0, 0.0
250, 250, 0.05, 0.5, 0.01, 0.5869565217391305, 0.16666666666666666, 0.06666666666666667
250, 250, 0.05, 0.5, 0.05, 0.6956521739130435, 0.0, 0.0
250, 250, 0.05, 0.5, 0.1, 0.6595744680851063, 0.0, 0.0
250, 250, 0.05, 0.5, 0.15, 0.6888888888888889, 0.0, 0.0
250, 250, 0.05, 0.6, 0.01, 0.723404255319149, 0.5833333333333334, 0.4666666666666667
250, 250, 0.05, 0.6, 0.05, 0.6808510638297872, 0.5, 0.06666666666666667
250, 250, 0.05, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
250, 250, 0.05, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
250, 250, 0.05, 0.7, 0.01, 0.6739130434782609, 0.5, 0.13333333333333333
250, 250, 0.05, 0.7, 0.05, 0.6666666666666666, 0.0, 0.0
250, 250, 0.05, 0.7, 0.1, 0.7021276595744681, 1.0, 0.06666666666666667
250, 250, 0.05, 0.7, 0.15, 0.7021276595744681, 1.0, 0.06666666666666667
250, 250, 0.1, 0.5, 0.01, 0.6086956521739131, 0.16666666666666666, 0.07142857142857142
250, 250, 0.1, 0.5, 0.05, 0.6666666666666666, 0.3333333333333333, 0.07142857142857142
250, 250, 0.1, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
250, 250, 0.1, 0.5, 0.15, 0.7021276595744681, 1.0, 0.06666666666666667
250, 250, 0.1, 0.6, 0.01, 0.6818181818181818, 0.6666666666666666, 0.13333333333333333
250, 250, 0.1, 0.6, 0.05, 0.7021276595744681, 1.0, 0.06666666666666667
250, 250, 0.1, 0.6, 0.1, 0.7021276595744681, 1.0, 0.06666666666666667
250, 250, 0.1, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
250, 250, 0.1, 0.7, 0.01, 0.5652173913043478, 0.125, 0.07142857142857142
250, 250, 0.1, 0.7, 0.05, 0.6739130434782609, 0.3333333333333333, 0.07142857142857142
250, 250, 0.1, 0.7, 0.1, 0.6808510638297872, 0.5, 0.06666666666666667
250, 250, 0.1, 0.7, 0.15, 0.6595744680851063, 0.0, 0.0
250, 500, 0.01, 0.5, 0.01, 0.717391304347826, 0.5384615384615384, 0.5
250, 500, 0.01, 0.5, 0.05, 0.6595744680851063, 0.47058823529411764, 0.5333333333333333
250, 500, 0.01, 0.5, 0.1, 0.8297872340425532, 0.8181818181818182, 0.6
250, 500, 0.01, 0.5, 0.15, 0.7872340425531915, 0.6923076923076923, 0.6
250, 500, 0.01, 0.6, 0.01, 0.723404255319149, 0.5416666666666666, 0.8666666666666667
250, 500, 0.01, 0.6, 0.05, 0.7446808510638298, 0.6153846153846154, 0.5333333333333333
250, 500, 0.01, 0.6, 0.1, 0.7872340425531915, 0.7272727272727273, 0.5333333333333333
250, 500, 0.01, 0.6, 0.15, 0.7659574468085106, 0.7, 0.4666666666666667
250, 500, 0.01, 0.7, 0.01, 0.7608695652173914, 0.6428571428571429, 0.6
250, 500, 0.01, 0.7, 0.05, 0.7872340425531915, 0.6923076923076923, 0.6
250, 500, 0.01, 0.7, 0.1, 0.8085106382978723, 0.75, 0.6
250, 500, 0.01, 0.7, 0.15, 0.7872340425531915, 0.6923076923076923, 0.6
250, 500, 0.05, 0.5, 0.01, 0.6595744680851063, 0.4, 0.13333333333333333
250, 500, 0.05, 0.5, 0.05, 0.7021276595744681, 0.5263157894736842, 0.6666666666666666
250, 500, 0.05, 0.5, 0.1, 0.7659574468085106, 0.6428571428571429, 0.6
250, 500, 0.05, 0.5, 0.15, 0.7659574468085106, 0.6428571428571429, 0.6
250, 500, 0.05, 0.6, 0.01, 0.5531914893617021, 0.36363636363636365, 0.5333333333333333
250, 500, 0.05, 0.6, 0.05, 0.8085106382978723, 0.75, 0.6
250, 500, 0.05, 0.6, 0.1, 0.7872340425531915, 0.6923076923076923, 0.6
250, 500, 0.05, 0.6, 0.15, 0.7446808510638298, 0.6, 0.6
250, 500, 0.05, 0.7, 0.01, 0.6808510638297872, 0.5, 0.4
250, 500, 0.05, 0.7, 0.05, 0.6595744680851063, 0.4666666666666667, 0.4666666666666667
250, 500, 0.05, 0.7, 0.1, 0.7446808510638298, 0.6, 0.6
250, 500, 0.05, 0.7, 0.15, 0.7659574468085106, 0.6666666666666666, 0.5333333333333333
250, 500, 0.1, 0.5, 0.01, 0.6666666666666666, 0.42857142857142855, 0.21428571428571427
250, 500, 0.1, 0.5, 0.05, 0.7608695652173914, 0.6428571428571429, 0.6
250, 500, 0.1, 0.5, 0.1, 0.851063829787234, 0.8333333333333334, 0.6666666666666666
250, 500, 0.1, 0.5, 0.15, 0.8085106382978723, 0.6666666666666666, 0.8
250, 500, 0.1, 0.6, 0.01, 0.7021276595744681, 0.5384615384615384, 0.4666666666666667
250, 500, 0.1, 0.6, 0.05, 0.782608695652174, 0.7272727272727273, 0.5333333333333333
250, 500, 0.1, 0.6, 0.1, 0.8085106382978723, 0.8, 0.5333333333333333
250, 500, 0.1, 0.6, 0.15, 0.7446808510638298, 0.6, 0.6
250, 500, 0.1, 0.7, 0.01, 0.6521739130434783, 0.4444444444444444, 0.5714285714285714
250, 500, 0.1, 0.7, 0.05, 0.8478260869565217, 0.8333333333333334, 0.6666666666666666
250, 500, 0.1, 0.7, 0.1, 0.8297872340425532, 0.7058823529411765, 0.8
250, 500, 0.1, 0.7, 0.15, 0.8085106382978723, 0.6875, 0.7333333333333333
500, 50, 0.01, 0.5, 0.01, 0.6888888888888889, 0.0, 0.0
500, 50, 0.01, 0.5, 0.05, 0.6956521739130435, 0.0, 0.0
500, 50, 0.01, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
500, 50, 0.01, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
500, 50, 0.01, 0.6, 0.01, 0.7021276595744681, 1.0, 0.06666666666666667
500, 50, 0.01, 0.6, 0.05, 0.6595744680851063, 0.0, 0.0
500, 50, 0.01, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
500, 50, 0.01, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 50, 0.01, 0.7, 0.01, 0.6666666666666666, 0.0, 0.0
500, 50, 0.01, 0.7, 0.05, 0.6956521739130435, 1.0, 0.06666666666666667
500, 50, 0.01, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
500, 50, 0.01, 0.7, 0.15, 0.6956521739130435, 0.0, 0.0
500, 50, 0.05, 0.5, 0.01, 0.7111111111111111, 1.0, 0.07142857142857142
500, 50, 0.05, 0.5, 0.05, 0.6808510638297872, 0.0, 0.0
500, 50, 0.05, 0.5, 0.1, 0.6956521739130435, 0.0, 0.0
500, 50, 0.05, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
500, 50, 0.05, 0.6, 0.01, 0.6739130434782609, 0.0, 0.0
500, 50, 0.05, 0.6, 0.05, 0.7045454545454546, 0.0, 0.0
500, 50, 0.05, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
500, 50, 0.05, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 50, 0.05, 0.7, 0.01, 0.6739130434782609, 0.0, 0.0
500, 50, 0.05, 0.7, 0.05, 0.7021276595744681, 1.0, 0.06666666666666667
500, 50, 0.05, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
500, 50, 0.05, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
500, 50, 0.1, 0.5, 0.01, 0.6808510638297872, 0.0, 0.0
500, 50, 0.1, 0.5, 0.05, 0.6808510638297872, 0.0, 0.0
500, 50, 0.1, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
500, 50, 0.1, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
500, 50, 0.1, 0.6, 0.01, 0.6590909090909091, 0.0, 0.0
500, 50, 0.1, 0.6, 0.05, 0.717391304347826, 1.0, 0.07142857142857142
500, 50, 0.1, 0.6, 0.1, 0.6956521739130435, 0.0, 0.0
500, 50, 0.1, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 50, 0.1, 0.7, 0.01, 0.6808510638297872, 0.0, 0.0
500, 50, 0.1, 0.7, 0.05, 0.7021276595744681, 1.0, 0.06666666666666667
500, 50, 0.1, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
500, 50, 0.1, 0.7, 0.15, 0.6956521739130435, 0.0, 0.0
500, 100, 0.01, 0.5, 0.01, 0.6739130434782609, 0.0, 0.0
500, 100, 0.01, 0.5, 0.05, 0.6739130434782609, 0.0, 0.0
500, 100, 0.01, 0.5, 0.1, 0.6739130434782609, 0.0, 0.0
500, 100, 0.01, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
500, 100, 0.01, 0.6, 0.01, 0.6739130434782609, 0.0, 0.0
500, 100, 0.01, 0.6, 0.05, 0.6808510638297872, 0.0, 0.0
500, 100, 0.01, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
500, 100, 0.01, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 100, 0.01, 0.7, 0.01, 0.6739130434782609, 0.0, 0.0
500, 100, 0.01, 0.7, 0.05, 0.6808510638297872, 0.0, 0.0
500, 100, 0.01, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
500, 100, 0.01, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
500, 100, 0.05, 0.5, 0.01, 0.6808510638297872, 0.5, 0.06666666666666667
500, 100, 0.05, 0.5, 0.05, 0.6808510638297872, 0.0, 0.0
500, 100, 0.05, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
500, 100, 0.05, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
500, 100, 0.05, 0.6, 0.01, 0.6888888888888889, 0.0, 0.0
500, 100, 0.05, 0.6, 0.05, 0.6808510638297872, 0.0, 0.0
500, 100, 0.05, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
500, 100, 0.05, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 100, 0.05, 0.7, 0.01, 0.6739130434782609, 0.0, 0.0
500, 100, 0.05, 0.7, 0.05, 0.6956521739130435, 0.0, 0.0
500, 100, 0.05, 0.7, 0.1, 0.6956521739130435, 0.0, 0.0
500, 100, 0.05, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
500, 100, 0.1, 0.5, 0.01, 0.6739130434782609, 0.0, 0.0
500, 100, 0.1, 0.5, 0.05, 0.6808510638297872, 0.0, 0.0
500, 100, 0.1, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
500, 100, 0.1, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
500, 100, 0.1, 0.6, 0.01, 0.6739130434782609, 0.0, 0.0
500, 100, 0.1, 0.6, 0.05, 0.6956521739130435, 0.0, 0.0
500, 100, 0.1, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
500, 100, 0.1, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 100, 0.1, 0.7, 0.01, 0.6956521739130435, 0.5, 0.07142857142857142
500, 100, 0.1, 0.7, 0.05, 0.6956521739130435, 0.0, 0.0
500, 100, 0.1, 0.7, 0.1, 0.6956521739130435, 0.0, 0.0
500, 100, 0.1, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
500, 250, 0.01, 0.5, 0.01, 0.6739130434782609, 0.0, 0.0
500, 250, 0.01, 0.5, 0.05, 0.6956521739130435, 0.0, 0.0
500, 250, 0.01, 0.5, 0.1, 0.6808510638297872, 0.5, 0.06666666666666667
500, 250, 0.01, 0.5, 0.15, 0.6739130434782609, 0.0, 0.0
500, 250, 0.01, 0.6, 0.01, 0.6521739130434783, 0.0, 0.0
500, 250, 0.01, 0.6, 0.05, 0.6808510638297872, 0.0, 0.0
500, 250, 0.01, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
500, 250, 0.01, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 250, 0.01, 0.7, 0.01, 0.7045454545454546, 0.0, 0.0
500, 250, 0.01, 0.7, 0.05, 0.6739130434782609, 0.0, 0.0
500, 250, 0.01, 0.7, 0.1, 0.6956521739130435, 0.0, 0.0
500, 250, 0.01, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
500, 250, 0.05, 0.5, 0.01, 0.6888888888888889, 0.0, 0.0
500, 250, 0.05, 0.5, 0.05, 0.6808510638297872, 0.0, 0.0
500, 250, 0.05, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
500, 250, 0.05, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
500, 250, 0.05, 0.6, 0.01, 0.6888888888888889, 0.0, 0.0
500, 250, 0.05, 0.6, 0.05, 0.7021276595744681, 1.0, 0.06666666666666667
500, 250, 0.05, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
500, 250, 0.05, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 250, 0.05, 0.7, 0.01, 0.6739130434782609, 0.0, 0.0
500, 250, 0.05, 0.7, 0.05, 0.6808510638297872, 0.0, 0.0
500, 250, 0.05, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
500, 250, 0.05, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
500, 250, 0.1, 0.5, 0.01, 0.6818181818181818, 0.5, 0.07142857142857142
500, 250, 0.1, 0.5, 0.05, 0.6956521739130435, 0.0, 0.0
500, 250, 0.1, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
500, 250, 0.1, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
500, 250, 0.1, 0.6, 0.01, 0.7111111111111111, 1.0, 0.07142857142857142
500, 250, 0.1, 0.6, 0.05, 0.6956521739130435, 0.0, 0.0
500, 250, 0.1, 0.6, 0.1, 0.6808510638297872, 0.0, 0.0
500, 250, 0.1, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 250, 0.1, 0.7, 0.01, 0.6666666666666666, 0.0, 0.0
500, 250, 0.1, 0.7, 0.05, 0.6808510638297872, 0.0, 0.0
500, 250, 0.1, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
500, 250, 0.1, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
500, 500, 0.01, 0.5, 0.01, 0.6086956521739131, 0.38461538461538464, 0.3333333333333333
500, 500, 0.01, 0.5, 0.05, 0.6808510638297872, 0.5, 0.06666666666666667
500, 500, 0.01, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
500, 500, 0.01, 0.5, 0.15, 0.7021276595744681, 1.0, 0.06666666666666667
500, 500, 0.01, 0.6, 0.01, 0.6382978723404256, 0.25, 0.06666666666666667
500, 500, 0.01, 0.6, 0.05, 0.7021276595744681, 0.6666666666666666, 0.13333333333333333
500, 500, 0.01, 0.6, 0.1, 0.6808510638297872, 0.5, 0.06666666666666667
500, 500, 0.01, 0.6, 0.15, 0.6956521739130435, 0.0, 0.0
500, 500, 0.01, 0.7, 0.01, 0.7021276595744681, 0.5714285714285714, 0.26666666666666666
500, 500, 0.01, 0.7, 0.05, 0.6595744680851063, 0.3333333333333333, 0.06666666666666667
500, 500, 0.01, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
500, 500, 0.01, 0.7, 0.15, 0.6595744680851063, 0.0, 0.0
500, 500, 0.05, 0.5, 0.01, 0.6595744680851063, 0.45454545454545453, 0.3333333333333333
500, 500, 0.05, 0.5, 0.05, 0.6521739130434783, 0.0, 0.0
500, 500, 0.05, 0.5, 0.1, 0.6808510638297872, 0.0, 0.0
500, 500, 0.05, 0.5, 0.15, 0.6808510638297872, 0.0, 0.0
500, 500, 0.05, 0.6, 0.01, 0.7021276595744681, 0.6, 0.2
500, 500, 0.05, 0.6, 0.05, 0.717391304347826, 1.0, 0.07142857142857142
500, 500, 0.05, 0.6, 0.1, 0.7021276595744681, 1.0, 0.06666666666666667
500, 500, 0.05, 0.6, 0.15, 0.7021276595744681, 1.0, 0.06666666666666667
500, 500, 0.05, 0.7, 0.01, 0.6956521739130435, 0.5, 0.21428571428571427
500, 500, 0.05, 0.7, 0.05, 0.7391304347826086, 1.0, 0.14285714285714285
500, 500, 0.05, 0.7, 0.1, 0.6808510638297872, 0.0, 0.0
500, 500, 0.05, 0.7, 0.15, 0.6808510638297872, 0.0, 0.0
500, 500, 0.1, 0.5, 0.01, 0.5957446808510638, 0.0, 0.0
500, 500, 0.1, 0.5, 0.05, 0.7021276595744681, 0.6666666666666666, 0.13333333333333333
500, 500, 0.1, 0.5, 0.1, 0.6808510638297872, 0.5, 0.06666666666666667
500, 500, 0.1, 0.5, 0.15, 0.6739130434782609, 0.0, 0.0
500, 500, 0.1, 0.6, 0.01, 0.6956521739130435, 0.6, 0.2
500, 500, 0.1, 0.6, 0.05, 0.7021276595744681, 1.0, 0.06666666666666667
500, 500, 0.1, 0.6, 0.1, 0.7021276595744681, 1.0, 0.06666666666666667
500, 500, 0.1, 0.6, 0.15, 0.6808510638297872, 0.0, 0.0
500, 500, 0.1, 0.7, 0.01, 0.6595744680851063, 0.42857142857142855, 0.2
500, 500, 0.1, 0.7, 0.05, 0.6956521739130435, 1.0, 0.06666666666666667
500, 500, 0.1, 0.7, 0.1, 0.7021276595744681, 1.0, 0.06666666666666667
500, 500, 0.1, 0.7, 0.15, 0.6595744680851063, 0.0, 0.0
